name,radius,period,duration,source
TOI-6889.01,18.8533824,10.5465818,3.4172956,TESS
TOI-689.01,7.65443,1.66402,3.397,TESS
TOI-6891.01,8.109016,8.3106603,1.6506686,TESS
TOI-6892.01,11.0501866,17.8961832,5.8302347,TESS
TOI-6894.01,9.3830336,3.3706303,1.5183944,TESS
TOI-6895.01,3.77076,7.0469712,2.551,TESS
TOI-6896.01,3.5822698,19.7357748,4.9695046,TESS
TOI-6897.01,13.52336,8.330174,3.776804,TESS
TOI-6898.01,3.3584758,18.1070683,3.4544369,TESS
TOI-6899.01,1.1780056,2.8625937,2.6639389,TESS
TOI-6900.01,1.7196615,13.9223368,3.0897341,TESS
TOI-6901.01,1.4541092,3.2727859,1.703415,TESS
TOI-6902.01,2.8743721,36.4358589,9.2522534,TESS
TOI-6903.01,3.8407588,4.9676784,0.926966,TESS
TOI-6904.01,2.9646311,16.8267434,2.4103679,TESS
TOI-6905.01,13.8558129,1083.5575987,8.3500813,TESS
TOI-6906.01,11.8571021,3.4770171,2.5101218,TESS
TOI-6907.01,10.862172,3.3795099,2.7055281,TESS
TOI-6908.01,5.11821,3.7120776,3.0734816,TESS
TOI-6909.01,7.976213,4.4284676,2.4495032,TESS
TOI-691.01,3.3369764,6.9055908,1.7156097,TESS
TOI-6910.01,12.9860395,2.5139302,2.9912384,TESS
TOI-6911.01,2.9719,16.2520546,8.647,TESS
TOI-6912.01,2.22751,7.63779,2.251,TESS
TOI-6913.01,5.71748,0.5843146,0.555,TESS
TOI-6914.01,18.225,9.3079811,3.235,TESS
TOI-6915.01,5.46811,2.4915545,1.2,TESS
TOI-6916.01,16.5322,3.9155539,3.72,TESS
TOI-6917.01,9.12933,9.7716812,5.281,TESS
TOI-6918.01,9.75869,14.2308461,5.835,TESS
TOI-6919.01,14.9311,0.7603078,0.363,TESS
TOI-692.01,3.52761,1.03604,1.855,TESS
TOI-6920.01,9.85973,3.6688102,2.151,TESS
TOI-6921.01,15.8297,25.714253,6.373,TESS
TOI-6922.01,7.74162,5.0989519,2.118,TESS
TOI-6923.01,11.3939,6.7274903,2.944,TESS
TOI-6924.01,9.22033,91.9283414,4.343,TESS
TOI-6925.01,13.9371,5.9785287,2.481,TESS
TOI-6926.01,9.77567,8.2864221,5.859,TESS
TOI-6927.01,13.7163,4.3427321,1.23,TESS
TOI-6928.01,13.8047,3.8978437,3.523,TESS
TOI-6929.01,10.9394,719.5740937,2.942,TESS
TOI-6930.01,13.5058,7.2218817,2.116,TESS
TOI-6931.01,11.9385,2.2183625,2.773,TESS
TOI-6932.01,11.7455,8.9533044,5.747,TESS
TOI-6933.01,12.1312,9.765482,5.01,TESS
TOI-6934.01,13.7553,2.8398671,3.091,TESS
TOI-6935.01,9.55649,1.763034,1.849,TESS
TOI-6936.01,4.00839,10.298566,2.022,TESS
TOI-6937.01,5.73354,1.3809769,1.229,TESS
TOI-6938.01,15.3642,4.8789974,6.112,TESS
TOI-6939.01,13.6773,1.9207699,1.448,TESS
TOI-694.01,12.8456117,48.0511988,4.3070574,TESS
TOI-6940.01,2.03448,0.3052608,0.309,TESS
TOI-6941.01,15.95,2.9371797,4.009,TESS
TOI-6942.01,7.84543,11.2320736,2.549,TESS
TOI-6943.01,15.1551,5.6906792,5.548,TESS
TOI-6944.01,2.60986,12.3027503,3.596,TESS
TOI-6945.01,11.426,14.8547783,5.931,TESS
TOI-6946.01,12.0458,13.2272686,1.676,TESS
TOI-6947.01,16.0234,6.5202038,4.73,TESS
TOI-6948.01,11.618,5.4911822,0.523,TESS
TOI-6949.01,11.4574,3.2232502,3.185,TESS
TOI-695.01,2.6824173,21.3764237,4.7666334,TESS
TOI-6950.01,12.2554,2.0478359,1.559,TESS
TOI-6951.01,18.1003,3.7279887,3.303,TESS
TOI-6952.01,10.2495,5.1391542,0.633,TESS
TOI-6953.01,8.70762,0.8204734,1.171,TESS
TOI-6954.01,3.74825,4.0207557,2.017,TESS
TOI-6955.01,11.7972,5.1185703,6.274,TESS
TOI-6956.01,9.88852,12.3900547,5.787,TESS
TOI-6957.01,3.2160534,160.6760208,9.5344918,TESS
TOI-6958.01,13.6663996,5.9815745,2.5574444,TESS
TOI-6959.01,12.7099203,3.1381914,2.7306785,TESS
TOI-696.01,0.9718795,0.8602406,0.5124345,TESS
TOI-696.02,1.0428407,3.6942604,1.1278521,TESS
TOI-696.03,0.8566925,4.9652069,0.9361524,TESS
TOI-6960.01,7.489346,1.3059494,1.086804,TESS
TOI-6961.01,3.9264923,17.2367433,5.529651,TESS
TOI-6962.01,4.6034655,21.9903619,3.8732381,TESS
TOI-6963.01,9.0595904,8.8349261,6.2442811,TESS
TOI-6964.01,3.1594083,4.7645838,0.9332304,TESS
TOI-6965.01,1.3473608,5.9693397,3.441038,TESS
TOI-6965.02,1.6221344,28.0693949,6.0393818,TESS
TOI-6966.01,2.9108183,2.1659522,1.5926216,TESS
TOI-6967.01,5.3852666,4.7335575,3.2089234,TESS
TOI-6968.01,5.4152906,2.3475051,2.8281222,TESS
TOI-6969.01,11.6042711,1.5142292,1.7190416,TESS
TOI-6969.02,11.372041,4.5565614,2.7966471,TESS
TOI-697.01,2.6206141,8.6078603,3.6798697,TESS
TOI-6970.01,11.53374,11.714447,3.5131822,TESS
TOI-6971.01,13.6762774,4.1866989,6.5543918,TESS
TOI-6972.01,8.44272,5.4809114,4.908,TESS
TOI-6973.01,3.1745,31.6527509,3.72,TESS
TOI-6974.01,7.24338,7.7517707,3.975,TESS
TOI-6976.01,4.46251,1.7346044,1.084,TESS
TOI-6977.01,1.92318,5.0957983,1.772,TESS
TOI-6978.01,0.9704787,9.1258136,3.173012,TESS
TOI-6979.01,3.5438108,8.754708,3.4644403,TESS
TOI-698.01,2.0905859,15.0867738,2.1250291,TESS
TOI-6981.01,2.0762333,425.4506963,2.9472616,TESS
TOI-6982.01,11.7556773,59.8473992,4.3696664,TESS
TOI-6983.01,2.6946338,31.1571613,5.9839922,TESS
TOI-6985.01,3.4308988,748.7146251,6.6689152,TESS
TOI-6986.01,12.6463,1.2117417,1.046,TESS
TOI-6987.01,17.8729,4.6017382,2.615,TESS
TOI-6988.01,8.766,13.414031,4.578,TESS
TOI-6989.01,6.10516,1.4956727,1.965,TESS
TOI-699.01,2.44796,14.8011934,3.42,TESS
TOI-699.02,2.30517,33.6336133,5.352,TESS
TOI-699.03,2.9749826,672.6366236,7.4883769,TESS
TOI-6990.01,8.45955,1.5829358,1.64,TESS
TOI-6991.01,15.3849,0.9902419,1.405,TESS
TOI-6992.01,4.03127,15.1389808,2.71,TESS
TOI-6993.01,4.9835,0.3695622,0.446,TESS
TOI-6994.01,7.09086,1.8819016,1.162,TESS
TOI-6995.01,11.3375,9.9444971,3.171,TESS
TOI-6996.01,6.0323,0.9602835,1.497,TESS
TOI-6997.01,10.3462,16.179367,3.903,TESS
TOI-6998.01,6.01419,27.035894,3.477,TESS
TOI-6999.01,9.89847,11.3689753,5.492,TESS
TOI-700.01,2.5869212,16.051106,1.3968229,TESS
TOI-700.02,1.3296571,37.4236838,3.3650101,TESS
TOI-700.03,0.9617288,9.977273,2.2583631,TESS
TOI-700.04,0.9491858,27.8096898,2.9558823,TESS
TOI-7000.01,15.2527,2.7897577,3.375,TESS
TOI-7001.01,13.2139,16.3475547,1.873,TESS
TOI-7002.01,12.0483,4.9792822,4.331,TESS
TOI-7003.01,13.8557,0.7331156,0.559,TESS
TOI-7004.01,9.90817,9.8162989,5.37,TESS
TOI-7005.01,8.96217,8.1420107,1.89,TESS
TOI-7006.01,9.69324,51.9120896,4.975,TESS
TOI-7007.01,6.09992,1.5342604,3.271,TESS
TOI-7008.01,4.77919,0.8406912,1.489,TESS
TOI-7009.01,4.047,2.3206673,0.969,TESS
TOI-701.01,4.211945,13.697384,4.783848,TESS
TOI-7010.01,11.3523,4.1976032,1.971,TESS
TOI-7011.01,10.5887,19.394038,4.082,TESS
TOI-7012.01,9.47332,4.0197822,3.18,TESS
TOI-7013.01,7.66981,4.2451891,2.663,TESS
TOI-7014.01,6.53553,0.7406805,0.598,TESS
TOI-7015.01,14.0241,7.0687489,0.515,TESS
TOI-7016.01,15.4905,1.598803,2.438,TESS
TOI-7017.01,19.0027,5.0826878,5.11,TESS
TOI-7018.01,17.8657,20.3158735,5.276,TESS
TOI-7019.01,7.87933,48.2590904,6.299,TESS
TOI-702.01,2.0483578,3.568141,1.4556337,TESS
TOI-7020.01,10.4341,3.1642475,1.115,TESS
TOI-7021.01,10.5617,49.5355004,8.483,TESS
TOI-7022.01,16.0985,2.8583729,1.236,TESS
TOI-7023.01,13.0087,2.3404152,2.522,TESS
TOI-7024.01,12.0421,1.9639208,1.467,TESS
TOI-7025.01,11.7213,66.9954225,2.024,TESS
TOI-7026.01,5.53264,65.5580424,4.167,TESS
TOI-7027.01,11.61,4.2885021,1.427,TESS
TOI-7028.01,4.09395,2.4596079,2.168,TESS
TOI-7029.01,13.364,1.9271521,1.201,TESS
TOI-703.01,2.28271,8.6729683,2.9598885,TESS
TOI-703.02,2.479501,22.5682711,4.9745502,TESS
TOI-7030.01,1.60134,2.5604496,1.339,TESS
TOI-7031.01,7.0726104,1.7911016,1.3192751,TESS
TOI-7032.01,2.44767,17.7456043,2.675,TESS
TOI-7033.01,1.7324,0.7312783,1.289,TESS
TOI-7034.01,5.31602,0.9082202,1.461,TESS
TOI-7035.01,14.794,4.18142,4.43,TESS
TOI-7036.01,11.1893597,3.0513298,1.4911246,TESS
TOI-7037.01,15.1533,4.1279985,1.698,TESS
TOI-7038.01,3.12511,8.6000492,3.059,TESS
TOI-7039.01,3.01837,3.3206355,4.732,TESS
TOI-704.01,1.1147163,3.8143009,1.3793952,TESS
TOI-7040.01,5.1947988,21.0562422,4.4190398,TESS
TOI-7041.01,9.5295926,9.6994666,15.7960068,TESS
TOI-7042.01,3.22711,2.817627,1.455,TESS
TOI-7043.01,1.69425,17.3840061,3.932,TESS
TOI-7044.01,6.72555,15.9669794,3.514,TESS
TOI-7045.01,4.16351,2.2775983,1.3,TESS
TOI-7046.01,13.2168,3.1084574,2.534,TESS
TOI-7047.01,2.56914,5.2729668,3.738,TESS
TOI-7048.01,13.1374,4.0863647,2.213,TESS
TOI-7049.01,2.03391,40.3833862,2.345,TESS
TOI-705.01,3.1012834,47.0196372,5.8659335,TESS
TOI-7050.01,9.60116,1.4182984,0.654,TESS
TOI-7051.01,7.84064,4.9131459,1.25,TESS
TOI-7052.01,1.71911,2.8862017,0.487,TESS
TOI-7053.01,7.75857,2.8637988,2.746,TESS
TOI-7054.01,7.3454534,14.7595601,5.5790065,TESS
TOI-7055.01,16.9082331,3.1290476,3.409295,TESS
TOI-7056.01,21.7455581,2.993282,2.5766956,TESS
TOI-7057.01,13.6239337,3.3777419,2.8147435,TESS
TOI-7058.01,17.0861139,2.4651801,3.5668145,TESS
TOI-7059.01,13.3934403,4.4626647,3.0802705,TESS
TOI-706.01,16.6333557,719.0381327,5.4244096,TESS
TOI-7060.01,2.71286,5.8497196,3.458,TESS
TOI-7060.02,4.45158,1064.700399,3.285,TESS
TOI-7061.01,15.7532,2.1376682,1.879,TESS
TOI-7062.01,3.1867,10.5137924,2.275,TESS
TOI-7063.01,1.41479,3.7570477,1.938,TESS
TOI-7064.01,2.1796,61.5555962,6.996,TESS
TOI-7065.01,3.01006,2.6667526,2.594,TESS
TOI-7066.01,7.3853255,13.2341261,2.3705157,TESS
TOI-7067.01,13.3280613,15.3573522,3.5894467,TESS
TOI-7069.01,2.35848,8.7201675,3.11,TESS
TOI-707.01,2.3982714,52.7993058,6.11948,TESS
TOI-707.02,1.4862817,17.4757465,4.6911418,TESS
TOI-7070.01,2.98505,4.4563756,3.316,TESS
TOI-7071.01,2.57273,5.5334128,6.74,TESS
TOI-7072.01,6.54453,0.8118915,0.909,TESS
TOI-7073.01,11.4366,13.1689848,7.607,TESS
TOI-7074.01,18.8371,4.6504794,5.051,TESS
TOI-7075.01,9.95975,2.8120379,1.647,TESS
TOI-7076.01,16.2878,3.4747684,3.054,TESS
TOI-7077.01,7.96127,6.403011,5.82,TESS
TOI-7078.01,5.10457,6.3962557,2.826,TESS
TOI-7079.01,15.2955,12.1252851,6.998,TESS
TOI-708.01,1.947951,1.996071,5.910879,TESS
TOI-7080.01,9.1862,36.6892187,6.446,TESS
TOI-7081.01,16.8306,12.7617794,4.223,TESS
TOI-7082.01,11.9013,2.253174,1.118,TESS
TOI-7083.01,9.43868,7.6253466,6.702,TESS
TOI-7084.01,3.96837,21.8153374,4.087,TESS
TOI-7085.01,11.2703,2.202258,1.046,TESS
TOI-7086.01,11.8411,1.0092447,1.472,TESS
TOI-7087.01,9.39901,7.9039906,3.996,TESS
TOI-7088.01,19.6737,7.1554749,2.213,TESS
TOI-7089.01,5.77903,1.5852089,1.137,TESS
TOI-709.01,3.6771515,32.3766006,3.8827521,TESS
TOI-709.02,1.3396102,777.0516742,4.3877266,TESS
TOI-7090.01,16.0883,60.6825768,3.983,TESS
TOI-7091.01,17.8341,4.8510805,3.132,TESS
TOI-7092.01,16.2877,1.102219,1.538,TESS
TOI-7093.01,18.3031,2.8371938,1.904,TESS
TOI-7095.01,13.7841,4.6745746,8.627,TESS
TOI-7096.01,11.4859,3.3505745,4.633,TESS
TOI-7097.01,7.19145,4.1560086,2.954,TESS
TOI-7098.01,17.6176,1.3821651,2.435,TESS
TOI-7099.01,14.8697,4.4264918,6.059,TESS
TOI-710.01,18.5681404,216.24584,1.0703729,TESS
TOI-7100.01,16.1132,7.4156006,2.76,TESS
TOI-7102.01,11.623,1.1838059,1.307,TESS
TOI-7103.01,4.36817,5.3590843,2.477,TESS
TOI-7105.01,9.80945,17.0548288,4.555,TESS
TOI-7106.01,13.7026,2.7945508,2.978,TESS
TOI-7107.01,12.146,8.6145655,4.84,TESS
TOI-711.01,2.1505216,18.3841259,3.4924479,TESS
TOI-711.02,2.7375059,35.9432773,2.7244261,TESS
TOI-7110.01,13.1872,8.8182594,2.169,TESS
TOI-7111.01,11.2092,7.0634276,2.056,TESS
TOI-7113.01,15.825,4.6351977,3.856,TESS
TOI-7115.01,10.2138,0.8738186,1.229,TESS
TOI-7116.01,10.0797,18.9438583,4.108,TESS
TOI-7118.01,6.55527,37.8016862,3.788,TESS
TOI-7119.01,15.3451,2.5933417,3.253,TESS
TOI-712.01,2.24794,9.531366,1.673,TESS
TOI-712.02,2.45531,51.6991421,4.371,TESS
TOI-712.03,3.263156,53.746482,5.592988,TESS
TOI-712.04,2.03857,84.83869,5.194,TESS
TOI-7120.01,17.4128,3.1739167,3.65,TESS
TOI-7121.01,21.8604,0.9739887,1.594,TESS
TOI-7123.01,17.2274,0.3075961,0.49,TESS
TOI-7124.01,13.6255,2.6414334,2.508,TESS
TOI-7125.01,8.18265,21.7276636,2.924,TESS
TOI-7126.01,14.8596,3.2966077,3.965,TESS
TOI-7127.01,13.3562,3.3683989,4.63,TESS
TOI-7129.01,11.5324,8.8204144,7.63,TESS
TOI-713.01,2.2253394,35.9993588,4.1814011,TESS
TOI-713.02,1.0618157,1.8715209,1.0213466,TESS
TOI-7130.01,8.07577,1.2433877,1.65,TESS
TOI-7132.01,21.4506,1.4716633,1.23,TESS
TOI-7133.01,11.9804,3.8282053,3.891,TESS
TOI-7134.01,18.0461,3.5899561,3.434,TESS
TOI-7135.01,12.568,10.6185545,1.537,TESS
TOI-7137.01,19.179,1.2529962,1.083,TESS
TOI-7138.01,16.1825,5.4149624,1.24,TESS
TOI-7139.01,11.9861,3.8850223,1.209,TESS
TOI-714.01,1.5008877,4.3239329,1.5783127,TESS
TOI-714.02,1.5705443,10.1775475,2.0401655,TESS
TOI-7140.01,14.8534,5.1879527,5.979,TESS
TOI-7141.01,5.83132,2.4141149,1.329,TESS
TOI-7142.01,16.0666,6.5433068,3.114,TESS
TOI-7143.01,2.77467,1.1376981,1.02,TESS
TOI-7144.01,6.67772,0.5289141,1.087,TESS
TOI-7145.01,13.9025,23.2471066,2.031,TESS
TOI-7146.01,9.21955,28.4664618,5.958,TESS
TOI-7147.01,9.67861,1.3473988,0.444,TESS
TOI-7148.01,3.99294,1.3432587,1.534,TESS
TOI-7149.01,11.2606,2.6520679,1.53,TESS
TOI-715.01,1.7145308,19.2879579,2.1841643,TESS
TOI-7150.01,9.47171,0.8818115,1.558,TESS
TOI-7151.01,3.63858,7.1467369,3.913,TESS
TOI-7153.01,3.92928,27.6174987,4.509,TESS
TOI-7154.01,9.20623,8.8600515,2.493,TESS
TOI-7155.01,2.15693,3.8949005,2.171,TESS
TOI-7156.01,11.758,1.9299641,0.37,TESS
TOI-7157.01,9.29553,1.1838063,1.233,TESS
TOI-7158.01,11.9188,3.338577,3.519,TESS
TOI-716.01,2.98849,0.83707,2.497,TESS
TOI-7160.01,10.2259,3.0825102,3.708,TESS
TOI-7161.01,12.7621,3.8285502,5.248,TESS
TOI-7162.01,8.17498,8.6393678,2.325,TESS
TOI-7163.01,4.28654,5.3913891,1.995,TESS
TOI-7164.01,3.13923,736.5528811,4.735,TESS
TOI-7165.01,12.8297161,3.2509657,3.2261161,TESS
TOI-7166.01,2.1004549,12.9228111,1.5980207,TESS
TOI-7167.01,7.707781,13.723753,2.3593878,TESS
TOI-7168.01,15.5589079,1.7497746,1.8691036,TESS
TOI-7169.01,15.0290201,3.4375711,3.9255437,TESS
TOI-7170.01,3.5741192,1.917096,1.0402081,TESS
TOI-7171.01,3.3862,23.5367004,5.715,TESS
TOI-7172.01,3.7424744,2.7547949,2.2653165,TESS
TOI-7173.01,9.1590642,0.6257352,0.8361985,TESS
TOI-7174.01,14.4051573,4.2422767,2.8605497,TESS
TOI-7175.01,15.498003,2.9944941,3.621007,TESS
TOI-7177.01,2.93142,6.8434236,3.179,TESS
TOI-7178.01,2.0097,5.2169076,2.299,TESS
TOI-7179.01,10.4314,2.7384363,3.018,TESS
TOI-718.01,1.90058,12.8650769,3.979,TESS
TOI-7180.01,3.18123,3.2607791,3.152,TESS
TOI-7181.01,5.8283,5.1794403,4.628,TESS
TOI-7182.01,2.08605,14.7126653,3.56,TESS
TOI-7183.01,4.60829,10.5739387,3.484,TESS
TOI-7184.01,1.53572,1.1976555,1.257,TESS
TOI-7185.01,3.537073,2.6881318,0.9223764,TESS
TOI-7186.01,16.0263,1.7024504,2.913,TESS
TOI-7189.01,12.4627,2.8890956,2.232,TESS
TOI-719.01,1.81345,4.109953,4.641,TESS
TOI-7190.01,11.9742,4.1223508,3.103,TESS
TOI-7191.01,8.32101,5.6604695,4.651,TESS
TOI-7192.01,3.45358,16.3425332,3.985,TESS
TOI-7193.01,17.1065,5.4934218,3.658,TESS
TOI-7194.01,12.5792,4.167309,4.056,TESS
TOI-7195.01,13.0807,3.8242663,2.337,TESS
TOI-7196.01,12.343,2.7998534,1.415,TESS
TOI-7197.01,15.8933,2.5122863,2.23,TESS
TOI-7198.01,13.559,4.2271814,3.25,TESS
TOI-7199.01,11.8788,3.1540886,1.662,TESS
TOI-720.01,2.38866,3.16043,1.922,TESS
TOI-7200.01,12.5338,5.0660693,2.042,TESS
TOI-7202.01,16.1727,7.7600907,1.477,TESS
TOI-7203.01,9.87741,5.7351935,2.927,TESS
TOI-7204.01,11.3715,3.8080897,2.916,TESS
TOI-7205.01,11.7346,3.4844157,2.963,TESS
TOI-7206.01,7.89993,3.5689392,0.9,TESS
TOI-7207.01,7.16846,12.0080349,4.649,TESS
TOI-7208.01,12.4438,3.6366231,3.385,TESS
TOI-7209.01,13.5381,2.6343177,4.765,TESS
TOI-721.01,2.09232,12.2877358,4.445,TESS
TOI-7210.01,13.2504,2.2609143,1.972,TESS
TOI-7211.01,7.83737,10.548504,2.901,TESS
TOI-7212.01,6.79508,75.6979471,6.261,TESS
TOI-7213.01,8.83849,36.9870862,3.771,TESS
TOI-7214.01,13.9451,8.9093753,4.595,TESS
TOI-7216.01,12.9639,3.1243759,3.93,TESS
TOI-7217.01,13.1539,3.9859545,3.729,TESS
TOI-7218.01,11.3707,4.9030173,3.098,TESS
TOI-7219.01,13.8539,2.9069573,1.568,TESS
TOI-722.01,2.3968761,15.3004892,3.1952319,TESS
TOI-7220.01,16.9425,7.8365317,2.271,TESS
TOI-7222.01,10.1814,5.1869453,4.736,TESS
TOI-7223.01,13.2522,5.3384038,3.152,TESS
TOI-7224.01,8.79181,5.5698339,3.807,TESS
TOI-7225.01,8.3598,9.7461668,4.218,TESS
TOI-7227.01,10.8435,2.3593338,2.092,TESS
TOI-7228.01,13.5533,2.9324083,2.758,TESS
TOI-723.01,1.10894,1.4178596,1.452,TESS
TOI-7230.01,12.2161,4.3041912,2.64,TESS
TOI-7231.01,16.7803,11.0658881,2.254,TESS
TOI-7232.01,20.0829,3.3221412,1.052,TESS
TOI-7234.01,11.984,3.4202745,3.766,TESS
TOI-7236.01,11.742,4.626302,3.09,TESS
TOI-7238.01,12.1575,3.930467,2.281,TESS
TOI-7239.01,11.5455,14.3938942,3.298,TESS
TOI-724.01,2.0575829,3.21264,0.6006982,TESS
TOI-7240.01,9.10101,6.8911882,4.811,TESS
TOI-7241.01,12.6346,6.3377947,1.639,TESS
TOI-7242.01,17.0131,2.9383886,3.088,TESS
TOI-7243.01,13.2011,3.7352012,2.892,TESS
TOI-7244.01,12.9592,11.5175506,4.259,TESS
TOI-7245.01,5.76677,1.6877647,2.189,TESS
TOI-7247.01,14.876,6.8782937,4.407,TESS
TOI-7248.01,12.6261,3.8148598,1.404,TESS
TOI-7249.01,6.86956,6.0387706,1.637,TESS
TOI-725.01,7.2993,0.9889446,1.681,TESS
TOI-7250.01,9.63776,8.9653531,1.893,TESS
TOI-7251.01,5.14186,11.5588657,2.368,TESS
TOI-7252.01,5.86248,1.4207284,1.988,TESS
TOI-7253.01,5.12394,5.4240992,2.487,TESS
TOI-7254.01,10.9525,5.0769983,1.171,TESS
TOI-7255.01,10.0219,1.6831237,1.382,TESS
TOI-7256.01,9.07655,8.5748036,11.208,TESS
TOI-7257.01,3.76017,1.0495702,1.54,TESS
TOI-7258.01,12.6929,6.2384297,2.066,TESS
TOI-7259.01,8.17474,16.4591808,5.575,TESS
TOI-726.01,1.89253,0.46132,1.32,TESS
TOI-7260.01,10.415,6.6308943,1.72,TESS
TOI-7261.01,13.0392,2.3273503,1.74,TESS
TOI-7262.01,9.96563,6.4093679,3.114,TESS
TOI-7263.01,7.69521,49.2145201,4.537,TESS
TOI-7264.01,10.598,10.5637482,2.227,TESS
TOI-7265.01,10.1574,4.1723,1.684,TESS
TOI-7266.01,10.7771,3.8789319,4.488,TESS
TOI-7267.01,8.85088,10.3486661,5.78,TESS
TOI-7268.01,7.43045,13.5647678,3.17,TESS
TOI-7269.01,2.94972,11.656295,2.665,TESS
TOI-727.01,1.97562,4.7244442,0.999,TESS
TOI-727.02,1.0797147,0.7499711,1.0576059,TESS
TOI-7270.01,12.1831,8.9197222,2.763,TESS
TOI-7271.01,12.869,7.1304113,3.081,TESS
TOI-7272.01,11.334,7.5801393,5.019,TESS
TOI-7273.01,13.2774,2.2473177,1.325,TESS
TOI-7274.01,8.82119,8.908871,1.142,TESS
TOI-7275.01,6.22933,6.1211661,2.501,TESS
TOI-7276.01,8.27506,14.2317652,8.372,TESS
TOI-7277.01,12.1673,7.915274,4.614,TESS
TOI-7278.01,15.8297,7.6316525,3.452,TESS
TOI-7279.01,10.6888,3.1168715,1.742,TESS
TOI-728.01,4.69411,1.60245,0.312,TESS
TOI-7280.01,5.92869,0.4246068,0.486,TESS
TOI-7281.01,6.9571,4.3095502,0.224,TESS
TOI-7282.01,11.1383,5.3346707,3.181,TESS
TOI-7283.01,5.2778,9.0612809,6.985,TESS
TOI-7284.01,14.6319,0.8760587,0.969,TESS
TOI-7285.01,5.69421,2.1384533,1.111,TESS
TOI-7286.01,8.75386,10.7994273,4.858,TESS
TOI-7288.01,2.82685,7.9871247,2.382,TESS
TOI-7289.01,13.1033,2.855993,2.734,TESS
TOI-7290.01,18.6742,3.776966,3.671,TESS
TOI-7291.01,4.14138,23.9712428,1.645,TESS
TOI-7292.01,11.6462,10.641726,3.708,TESS
TOI-7293.01,12.3769,3.3202789,3.766,TESS
TOI-7294.01,16.7831,1.6047466,2.097,TESS
TOI-7295.01,7.49558,0.7729056,1.022,TESS
TOI-7296.01,11.6916,170.3363911,4.173,TESS
TOI-7297.01,11.3761,8.1563148,1.852,TESS
TOI-7298.01,2.63423,5.2554768,2.109,TESS
TOI-7299.01,9.63983,2.7299474,1.104,TESS
TOI-730.01,13.9011294,3.0876297,2.2386246,TESS
TOI-7300.01,12.6159,0.6439909,0.645,TESS
TOI-7302.01,13.5081,8.1958135,1.182,TESS
TOI-7303.01,6.32061,2.3368358,1.405,TESS
TOI-7304.01,9.16409,3.4977997,0.475,TESS
TOI-7305.01,9.70261,13.9753579,4.503,TESS
TOI-7306.01,16.0656,6.1418356,3.525,TESS
TOI-7307.01,11.1033,23.955645,6.011,TESS
TOI-7308.01,13.9231,3.7002646,4.459,TESS
TOI-7309.01,5.98246,7.7561532,2.036,TESS
TOI-731.01,2.66076,0.3219233,0.199,TESS
TOI-7310.01,11.5163,19.8088367,2.87,TESS
TOI-7311.01,16.0284,1.5525382,1.49,TESS
TOI-7312.01,10.9362,4.2990991,3.805,TESS
TOI-7313.01,10.4153,4.1186706,5.025,TESS
TOI-7315.01,18.1732,9.6713674,1.66,TESS
TOI-7316.01,15.8733,0.7474746,0.327,TESS
TOI-7317.01,13.3902,2.9712014,1.241,TESS
TOI-7318.01,12.6182,3.4220041,2.448,TESS
TOI-7319.01,15.5459,2.5918359,3.933,TESS
TOI-732.01,1.1406447,0.7683904,1.0241242,TESS
TOI-732.02,2.2967944,12.2534308,1.369949,TESS
TOI-7320.01,11.1977,6.6802019,4.664,TESS
TOI-7321.01,11.6408,3.0039961,3.621,TESS
TOI-7322.01,11.0664,5.5316291,3.91,TESS
TOI-7323.01,4.23234,4.776694,1.706,TESS
TOI-7324.01,2.60517,0.5257499,0.864,TESS
TOI-7326.01,10.0716,5.4584109,4.164,TESS
TOI-7327.01,14.979,5.0789699,4.451,TESS
TOI-7329.01,12.335,4.8622127,6.011,TESS
TOI-733.01,1.94753,4.8847937,2.51,TESS
TOI-7330.01,13.1053,2.8411706,1.453,TESS
TOI-7331.01,14.9116,6.0011971,1.99,TESS
TOI-7332.01,8.3436,3.5399394,3.443,TESS
TOI-7333.01,1.87011,6.2644714,2.508,TESS
TOI-7334.01,8.42033,1.7085226,0.917,TESS
TOI-7335.01,16.622,3.3815776,3.38,TESS
TOI-7336.01,0.923696,0.5418555,0.776,TESS
TOI-7337.01,8.15264,4.2619292,5.145,TESS
TOI-7338.01,3.52009,3.3847215,3.475,TESS
TOI-7339.01,14.5276,4.2470926,4.263,TESS
TOI-734.01,12.1863496,4.7535388,1.0905965,TESS
TOI-7340.01,3.9858614,7.4894672,1.826338,TESS
TOI-7340.02,3.03858,3.4438328,2.325,TESS
TOI-7341.01,9.14745,0.4925418,0.377,TESS
TOI-7342.01,8.02091,14.1532848,4.443,TESS
TOI-7343.01,12.4184,2.1011992,1.267,TESS
TOI-7344.01,11.3842,2.4364562,0.978,TESS
TOI-7345.01,5.06899,8.407133,1.272,TESS
TOI-7347.01,11.4643,60.8344877,6.109,TESS
TOI-7348.01,8.75979,3.3390124,0.433,TESS
TOI-7349.01,15.4918,2.980341,3.635,TESS
TOI-735.01,2.980736,2.593694,3.054429,TESS
TOI-7350.01,7.18798,2.2175244,2.462,TESS
TOI-7351.01,14.6684,3.8405138,1.438,TESS
TOI-7352.01,10.981,4.0662367,3.721,TESS
TOI-7353.01,10.0556,6.2157513,3.295,TESS
TOI-7354.01,15.7865,3.648769,2.156,TESS
TOI-7355.01,13.5757,3.6814233,5.084,TESS
